client_number,client_name,plan_id,group_number,dental,renewal,Rnw_Single,Rnw_TwoParty,Rnw_Family,Rnw_Pchild,Rnw_Pchildren
203308,HUDSON ROAD ANIMAL HOSPITAL PA,,10342306,,1/1/2020,36.22,70.98,128.53,70.98,128.53
243971,PRIMARY BENEFIT SERVICES,,10342765,,1/1/2020,43.32,80.42,128.31,80.42,128.31
243976,ORBETH INC C C BOAT WORKS,,10342778,,1/1/2020,43.32,80.42,128.31,80.42,128.31
243999,R K EXPRESS INC,,10342845,,1/1/2020,44.22,82.09,130.86,82.09,130.86
244008,VALLEY TRUCK PARTS AND SERVICE INC,,10342868,,1/1/2020,39.77,73.87,117.75,73.87,117.75
244142,TRI M GRAPHICS,,10343208,,1/1/2020,39.55,73.32,116.86,73.32,116.86
244168,HALSTAD MUNICIPAL UTILITIES,,10343264,,1/1/2020,44.22,82.09,130.86,82.09,130.86
244183,WOOF CENTRAL LLC,,10343301,,1/1/2020,38.44,71.32,113.65,71.32,113.65
244187,SKOL MARKETING INC,,10343319,,1/1/2020,24.1,44.88,71.77,44.88,71.77
244202,DLL EXCAVATING INC,,10343354,,1/1/2020,41.32,76.77,122.31,76.77,122.31
201686,NORTHRIDGE COMMUNITY CREDIT UNION,,10343355,,1/1/2020,44.22,82.09,130.86,82.09,130.86
244220,BRAINERD LAKES AREA CHAMBERS OF COMMERCE,,10343410,,1/1/2020,43.32,80.42,128.31,80.42,128.31
244226,SAND S REPAIR,,10343424,,1/1/2020,41.32,76.77,122.31,76.77,122.31
244228,HOME IMPROVEMENT SHOP INC,,10343425,,1/1/2020,43.32,80.32,128.09,80.32,128.09
234893,LDR HOME CARE LLC,,10343451,,1/1/2020,26.22,48.76,77.88,48.76,77.88
244235,INITIATIVE FOUNDATION,,10343455,,1/1/2020,39.77,77.54,139.08,77.54,139.08
244249,CORY CONVEYOR CONCEPTS INC,,10343505,,1/1/2020,38.44,71.32,113.65,71.32,113.65
244277,AEI LLC,,10343613,,1/1/2020,44.22,82.09,130.86,82.09,130.86
244319,FURNITUREDEALER NET INC,,10343763,,1/1/2020,40.55,75.2,119.86,75.2,119.86
244314,AITKIN ABSTRACT,,10343747,,1/1/2020,30.11,56.1,89.54,56.1,89.54
244315,PRIMROSE SCHOOL OF COTTAGE GROVE,,10343753,,1/1/2020,43.38,80.43,128.17,80.43,128.17
244324,HAWLEY CO OP ELEVATOR CO,,10343783,,1/1/2020,26.22,48.76,77.88,48.76,77.88
235522,SAGVOLD ASSOCIATES,,10343895,,1/1/2020,26.22,48.76,77.88,48.76,77.88
244364,CENTRAL MINNESOTA ELECTRIC INC,,10343904,,1/1/2020,47.55,88.2,140.64,88.2,140.64
244367,GILMAN COOP CREAMERY ASSOCIATION,,10343914,,1/1/2020,43.32,80.42,128.31,80.42,128.31
232135,HANELINUS INC,,10344152,,1/1/2020,38.44,71.32,113.65,71.32,113.65
244444,ORIJIN STONE,,10344237,,1/1/2020,24.1,44.88,71.77,44.88,71.77
243798,A FAMILY FIRST INSURANCE AGENCY LLC,,10342222,,1/1/2020,39.55,73.32,116.86,73.32,116.86
244461,LUND MANUFACTURING LLC DBA JB LUND DOCK LIFT,,10344303,,1/1/2020,41.32,76.77,122.31,76.77,122.31
244462,THOMAS TOOL AND SUPPLY,,10344304,,1/1/2020,41.32,76.77,122.31,76.77,122.31
244468,URBAN HOMEWORKS,,10344328,,1/1/2020,40.55,75.2,119.86,75.2,119.86
244470,ELMDALE CREAMERY ASSOCIATION,,10344333,,1/1/2020,47.55,88.2,140.64,88.2,140.64
244471,LENNES BROS ELECTRIC,,10344346,,1/1/2020,41.32,76.77,122.31,76.77,122.31
244502,QUIST AND COMPANY PA,,10344479,,1/1/2020,40.33,74.76,119.2,74.76,119.2
244530,MIDSTATE EDUCATION,,10344586,,1/1/2020,37.99,70.43,112.31,70.43,112.31
203264,GERRY S FIRE SAFETY,,10344680,,1/1/2020,39.55,73.32,116.86,73.32,116.86
244554,THIELEN MEATS OF LITTLE FALLS,,10344756,,1/1/2020,41.32,76.77,122.31,76.77,122.31
204256,ABBA COMPLETE PEST CONTROL LLC,,10344880,,1/1/2020,40.33,74.76,119.2,74.76,119.2
244626,RUNGER S HEATING AND AIR CONDITIONING INC,,10345076,,1/1/2020,26.22,48.76,77.88,48.76,77.88
244728,ANDERSON ACQUISITION DBA FRONTIER TRANSPORTAT,,10345373,,1/1/2020,37.65,69.87,111.42,69.87,111.42
244732,NATIONAL CONDUCTOR CONSTRUCTORS LLC,,10345385,,1/1/2020,39.77,73.87,117.75,73.87,117.75
244732,CONDUCTOR POWER,,10345386,,1/1/2020,39.77,73.87,117.75,73.87,117.75
244732,EQUIPMENT SERVICE AND SUPPLY,,10345387,,1/1/2020,39.77,73.87,117.75,73.87,117.75
235206,STONE COTTAGE CONSTRUCTION INC,,10371416,,1/1/2020,40.33,74.76,119.2,74.76,119.2
242820,COLLAGEN SOLUTIONS US INC,,10339449,,1/1/2020,40.33,74.76,119.2,74.76,119.2
238677,PREP NETWORK LLC DBA PREP HOOPS,,10409177,,1/1/2020,40.33,74.76,119.2,74.76,119.2
228910,AITKIN BODY SHOP INC,,10411604,,1/1/2020,48.54,89.98,143.52,89.98,143.52
255576,DIVERSIFIED UTILITY SALES OF AMERICA LLC,,10400893,,1/1/2020,38.62,71.65,114.18,71.65,114.18
176423,CUREIS HEALTHCARE INC,,10441193,,1/1/2020,33.12,70.11,126.28,70.11,126.28
176367,GEMINI MEDICAL LLC,,10435092,,1/1/2020,13.2,26.3,41.92,26.3,41.92
244441,GEMINI MOUNTAIN MEDICAL LLC,,10435094,,1/1/2020,14.15,28.09,44.85,28.09,44.85
259214,MAYER INSURANCE AGENCY,,10438407,,1/1/2020,36.05,72.52,115.7,72.52,115.7
202720,SOLAR MIDWEST INC,,10439866,,1/1/2020,37.73,76.08,121.36,76.08,121.36
203505,DOVER EYOTA ST CHARLES SANITARY,,10441219,,1/1/2020,42.97,86.67,138.34,86.67,138.34
235228,G M KROGSRUD BROTHERS FARMS LLC,,10442559,,1/1/2020,25.89,51.77,82.69,51.77,82.69
235733,J SPANJERS COMPANY INC,,10442566,,1/1/2020,40.52,75.11,119.75,75.11,119.75
259722,ELITE COMPANIES LLC DBA ELITE HEALTHCARE LAUN,,10442944,,1/1/2020,36.99,74.62,118.95,74.62,118.95
234788,THE LEGACY OF ANGELS FOUNDATION,,10443474,,1/1/2020,35.32,71.16,113.39,71.16,113.39
234385,DEFENSIVE EDGE TRAINING CONSULTING INC,,10443513,,1/1/2020,37.73,76.08,121.36,76.08,121.36
203419,AGRICHEM INC,,10443600,,1/1/2020,35.32,71.16,113.39,71.16,113.39
259935,MANDERS DIESEL REPAIR INC,,10445274,,1/1/2020,43.39,87.51,139.59,87.51,139.59
259936,CAPSTONE BROS CONTRACTING,,10445278,,1/1/2020,36.05,72.52,115.7,72.52,115.7
201787,TRIAD MARKETING ADVERTISING INC,,10445410,,1/1/2020,41.82,84.36,134.46,84.36,134.46
243070,NEXUS INSURANCE SERVICES SOLUTIONS LLC,,10445656,,1/1/2020,37.73,76.08,121.36,76.08,121.36
204759,ROYAL RENOVATIONS LLC,,10445925,,1/1/2020,37.73,76.08,121.36,76.08,121.36
242414,AIRBORNE CUSTOM SPRAYING,,10446823,,1/1/2020,15.93,31.75,50.72,31.75,50.72
260171,ROC HOME PROS LLC DBA ROC HOME PROS,,10446963,,1/1/2020,37.73,76.08,121.36,76.08,121.36
204319,A KIERAN COLLECTION LLC,,10446971,,1/1/2020,37.73,76.08,121.36,76.08,121.36
243845,HOKAH CO OP OIL ASSOCIATION,,10447181,,1/1/2020,41.82,84.36,134.46,84.36,134.46
233631,HERMANSON LEITNER,,10447257,,1/1/2020,37.73,76.08,121.36,76.08,121.36
235077,GILK PLUMBING HEATING A C LLC,,10447310,,1/1/2020,42.97,86.67,138.34,86.67,138.34
260319,GARY S TOWING RECOVERY LLC,,10447633,,1/1/2020,36.05,72.52,115.7,72.52,115.7
244465,JIMMIE S OLD SOUTHERN BBQ SMOKEHOUSE,,10447890,,1/1/2020,37.73,76.08,121.36,76.08,121.36
229892,HERO JORSTAD JACOBSEN LAW FIRM PA,,10448058,,1/1/2020,47.45,88.15,140.45,88.15,140.45
260468,EPSKY WOODWORKING,,10448133,,1/1/2020,40.98,82.69,131.84,82.69,131.84
260500,TWIN CITIES CABINETS INC,,10448242,,1/1/2020,37.73,76.08,121.36,76.08,121.36
260501,ED S REPAIR SERVICE INC,,10448247,,1/1/2020,37.73,76.08,121.36,76.08,121.36
202796,CHRISTIAN HERITAGE BROADCASTING INC DBA PRAIS,,10448267,,1/1/2020,43.81,88.45,141.06,88.45,141.06
236547,WEXFORD GOLF INC,,10448878,,1/1/2020,37.73,76.08,121.36,76.08,121.36
260625,KATS EXCAVATING LLC,,10448982,,1/1/2020,50.41,101.66,162.23,101.66,162.23
244049,MILLE LACS SOIL SERVICE ASSOCIATION,,10449166,,1/1/2020,41.82,84.36,134.46,84.36,134.46
205438,RENOVATION CHURCH,,10449217,,1/1/2020,36.05,72.52,115.7,72.52,115.7
202669,MINNEHAHA ANIMAL HOSPITAL,,10456051,,1/1/2020,34.69,73.36,131.52,73.36,131.52
235487,FRAMESTYLES INC,,10449446,,1/1/2020,43.39,87.51,139.59,87.51,139.59
260779,ORUC LOGISTICS LLC,,10449481,,1/1/2020,37.73,76.08,121.36,76.08,121.36
202475,BETHLEHEM ACADEMY,,10449585,,1/1/2020,33.12,66.65,106.16,66.65,106.16
235959,HERITAGE DELI PROVISIONS,,10449701,,1/1/2020,34.69,69.8,111.4,69.8,111.4
260593,CRAFT MASTERS REMODELING INC DBA CRAFTMASTERS,,10448880,,1/1/2020,34.69,69.8,111.4,69.8,111.4
203864,HELP AT YOUR DOOR,,10449370,,1/1/2020,41.4,83.42,133.1,83.42,133.1
260754,THE MICAH GROUP LLC,,10449405,,1/1/2020,37.73,76.08,121.36,76.08,121.36
236013,RAMSEY COUNTY CHILDREN S MENTAL HEALTH COLLAB,,10449434,,1/1/2020,37.73,76.08,121.36,76.08,121.36
260783,MIELKE OIL CO INC,,10449497,,1/1/2020,41.82,84.36,134.46,84.36,134.46
260808,BPK INC DBA BPK TECH,,10449583,,1/1/2020,37.73,76.08,121.36,76.08,121.36
204783,MILLER CHEMICAL HEALTH SERVICES INC DBA COMMO,,10449680,,1/1/2020,47.16,95.05,151.65,95.05,151.65
235690,DELTAWARE DATA SOLUTIONS,,10449918,,1/1/2020,36.05,72.52,115.7,72.52,115.7
202524,NEW PRAIRIE INSULATION INC,,10449983,,1/1/2020,43.81,88.45,141.06,88.45,141.06
204243,CRITERION INSURANCE AGENCY,,10455754,,1/1/2020,37.73,76.08,121.36,76.08,121.36
234851,FABULOUS CATERING LLC,,10459365,,1/1/2020,39.93,80.49,128.38,80.49,128.38
236472,STERLING TITLE LLC,,10449496,,1/1/2020,37.73,76.08,121.36,76.08,121.36
262514,CENTRAL MINNESOTA RETINA CONSULTANTS PLLC,,10462882,,1/1/2020,40.24,81.12,129.43,81.12,129.43
201793,FREDRICKSON COMMUNICATIONS,,10463229,,1/1/2020,37.83,76.19,121.46,76.19,121.46
260679,DIVERSITY HOME HEALTH GROUP,,10465900,,1/1/2020,49.36,99.56,158.88,99.56,158.88
205348,SCHROEPFER INC,,10450068,,1/1/2020,40.24,81.12,129.43,81.12,129.43
201944,TRI STATE TRUCK WASH LLC,,10450173,,1/1/2020,46.32,93.27,148.82,93.27,148.82
261006,OMNI BREWING COMPANY LLC,,10450242,,1/1/2020,37.73,76.08,121.36,76.08,121.36
201782,CREATIVE HEALTH CARE MANAGEMENT INC,,10450235,,1/1/2020,34.69,72.1,124.61,72.1,124.61
235603,CONCRETE COATINGS LLC,,10450249,,1/1/2020,41.4,83.42,133.1,83.42,133.1
244322,PROFESSIONAL RESIDENTIAL DESIGN INC,,10450346,,1/1/2020,37.73,76.08,121.36,76.08,121.36
261036,DOUBLE B TRUCKING,,10450352,,1/1/2020,43.81,88.45,141.06,88.45,141.06
203630,QP LLC DBA QUALITY PAINTING AND METAL FINISHI,,10450406,,1/1/2020,43.39,87.51,139.59,87.51,139.59
261073,DAVE S VALLEY SPORTS INC,,10450499,,1/1/2020,35.32,71.16,113.39,71.16,113.39
261075,BROTHERS AUTO SALES SERVICE LLC,,10450514,,1/1/2020,40.98,82.69,131.84,82.69,131.84
203394,HASSER GARAGE DOORS INC,,10450576,,1/1/2020,36.05,72.52,115.7,72.52,115.7
261122,LUCID CONSULTING LLC DBA LUCID LABS,,10450690,,1/1/2020,22.64,45.27,72.31,45.27,72.31
243681,TRIPLE S TRUCKING LLC,,10450763,,1/1/2020,50.41,101.66,162.23,101.66,162.23
261142,KEYSTONE ORTHOPEDICS,,10450780,,1/1/2020,37.73,76.08,121.36,76.08,121.36
233730,MINNESOTA ORTHODONTICS AND DENTOFACIAL ORTHOP,,10450781,,1/1/2020,35.74,72,114.76,72,114.76
261196,PINE CREEK LLC,,10450936,,1/1/2020,37.73,76.08,121.36,76.08,121.36
261222,BIOMATRIX INTERNATIONAL,,10451003,,1/1/2020,33.96,68.43,109.2,68.43,109.2
261230,CROSSROADS OPTOMETRIC CLINIC INC  DBA LAKESID,,10451014,,1/1/2020,37.73,76.08,121.36,76.08,121.36
205064,MORRI SUPPLY INC DBA HOMETOWN ACE HARDWARE,,10451055,,1/1/2020,37.73,76.08,121.36,76.08,121.36
235622,ADVANCED PRACTICE SOLUTIONS,,10451072,,1/1/2020,34.69,69.8,111.4,69.8,111.4
261244,BULLET PROOF MECHANICAL SERVICES INC,,10451079,,1/1/2020,42.97,86.67,138.34,86.67,138.34
261246,WINONA HEATING VENTILATING,,10451083,,1/1/2020,37.62,78.18,134.25,78.18,134.25
261286,TRUE NORTH SCHOOL NETWORK LLC,,10451175,,1/1/2020,37.73,76.08,121.36,76.08,121.36
261313,INGSTER MARKETING,,10451286,,1/1/2020,37.73,76.08,121.36,76.08,121.36
203153,SCHAK TRUCKING INC,,10451299,,1/1/2020,14.88,29.66,47.26,29.66,47.26
204770,KM COMPANIES INC DBA MR RAIN IRRIGATION,,10451243,,1/1/2020,36.99,74.62,118.95,74.62,118.95
261341,PROTECT MINNESOTA,,10451425,,1/1/2020,36.05,72.52,115.7,72.52,115.7
202427,SHERMAN INSURANCE AGENCY INC,,10452009,,1/1/2020,37.73,76.08,121.36,76.08,121.36
261391,MANITOBA HARVEST USA LLC DBA MANITOBA HARVEST,,10452051,,1/1/2020,33.12,66.65,106.16,66.65,106.16
261415,SPECIALIZED MEDICAL RESPONSE LLC DBA LIVIO HE,,10452256,,1/1/2020,35.74,72,114.76,72,114.76
261431,TWIN CITIES DIVERSITY IN PRACTICE,,10452370,,1/1/2020,22.64,45.27,72.31,45.27,72.31
232269,KAPLAN INSURANCE AGENCY INC,,10452433,,1/1/2020,37.73,76.08,121.36,76.08,121.36
261548,MIDWEST PRECISION TOOLING AND MANUFACTURING D,,10453513,,1/1/2020,36.99,74.62,118.95,74.62,118.95
242574,NORTHERN PERSPECTIVES PSYCHOLOGICAL SERVICES,,10466971,,1/1/2020,28.72,57.64,92.01,57.64,92.01
263114,RECOVERING HOPE TREATMENT CENTER INC,,10470285,,1/1/2020,42.13,84.99,135.4,84.99,135.4
234780,ANNE C DOERRER AGENCY INC,,10476782,,1/1/2020,39.93,80.49,128.38,80.49,128.38
203933,RX ARTISANS INC,,10482083,,1/1/2020,39.93,80.49,128.38,80.49,128.38
257268,Amy Darr Grady Attorney at Law,,10417272,,1/1/2020,41.17,76.33,121.7,76.33,121.7
231958,Lakeville Tire & Auto Service Inc,,10442385,,1/1/2020,38.66,71.67,114.24,71.67,114.27
264401,Cultivate Mankato,,10485548,,1/1/2020,56.8,114.55,182.77,114.55,182.77
260646,ABC PAYMENT SERVICES INC DBA AMERICAN BUILDIN,,10449076,,1/1/2020,34.48,69.38,110.77,69.38,110.77
261287,Birchwood Therapy Services PLC,,10451180,,1/1/2020,41.8,84.4,134.6,84.4,134.6
244325,Isanti Tire and Auto Care Inc,,10343790,,1/1/2020,45.31,83.95,133.91,83.95,133.91
236175,"Lake State, Inc. DBA Turbo Diesel & ",,10306594,,1/1/2020,33.36,62.15,99.11,62.15,99.11
261429,"Monitoring Management Solutions, Inc. dba Aguardion ",,10452366,,1/1/2020,36.64,73.7,117.58,73.7,117.58
235950,Mueller's Sensory Works LLC,,10305947,,1/1/2020,28.79,53.55,85.56,53.55,85.56
203978,NOVUS ENERGY LLC,,10295228,,1/1/2020,39.05,72.46,115.53,72.46,115.53
205337,ROGNESS AND FIELD PA,,10336268,,1/1/2020,46.17,85.57,136.48,85.57,136.48
243678,"TAMOOZ  COMMUNICATIONS GROUP, LLC ",,10473468,,1/1/2020,40.58,81.79,130.46,81.79,130.46
201595,"YAEGER BUS SERVICE, INC ",,10341193,,1/1/2020,41.99,78.01,124.3,78.01,124.3
